origin_h3,destination_h3,origin_lng,origin_lat,destination_lng,destination_lat,hour_of_day,is_rush_hour,day_of_week,is_weekend,is_holiday,haversine_distance_meters,baseline_distance_meters,traffic_level,is_raining,rain_level,weather_condition,baseline_eta_secs,actual_eta_secs,residual_secs
8941436945bffff,89415ca640bffff,105.783,21.0167,105.8127,21.0592,7,true,Thu,false,false,5642.2,7754.4,high,false,none,clear,1842,2867,1025
89415cb4bc3ffff,8941436945bffff,105.814,21.0335,105.783,21.0167,9,false,Thu,false,false,3720.5,4047.3,high,true,very_heavy,rain,699,1913,1214
89415cb5db3ffff,89414369617ffff,105.851,21.0359,105.7787,21.0282,16,false,Sat,true,false,7552.5,13328.9,medium,false,none,cloudy,1598,1692,94
89415cb687bffff,89415cb4cd7ffff,105.8467,20.9719,105.846,20.998,7,true,Sat,true,false,2903.1,3464.6,high,false,none,cloudy,546,1501,955
89414369647ffff,89415cb4ba3ffff,105.7828,21.0367,105.8005,21.0288,11,false,Fri,false,false,2036.2,2268.8,low,true,moderate,rain,206,349,143
89415cb687bffff,89415cb4cd7ffff,105.8467,20.9719,105.846,20.998,7,true,Mon,false,false,2903.1,3414,severe,false,none,clear,1089,1965,876
89415cb4987ffff,89415cb4b97ffff,105.7991,21.0055,105.8067,21.0238,8,true,Fri,false,false,2182.4,2444.4,severe,true,moderate,rain,618,1817,1199
8941436945bffff,89414369647ffff,105.783,21.0167,105.7818,21.0379,6,false,Wed,false,false,2360.6,3112.9,low,false,none,clear,291,296,5
89415cb4b0fffff,89415cb4e43ffff,105.8037,21.0372,105.8522,21.0286,17,true,Fri,false,false,5123.7,6852.7,high,false,none,cloudy,1488,2321,833
89415cb4d47ffff,89415cb4bc3ffff,105.8175,21.0023,105.814,21.0335,15,false,Mon,false,false,3488.3,4282.5,medium,false,none,cloudy,476,653,177
89415cb5db3ffff,89415cb4d5bffff,105.851,21.0359,105.8249,21.0049,6,false,Thu,false,false,4384.2,4749.4,medium,false,none,clear,590,423,-167
89415cb4d47ffff,89415cb4e43ffff,105.8175,21.0023,105.8522,21.0286,13,false,Sun,true,false,4639.5,5608.6,low,false,none,clear,427,272,-155
8941436945bffff,89415cb4ba3ffff,105.783,21.0167,105.8005,21.0288,11,false,Fri,false,false,2260.4,2870.6,medium,false,none,clear,313,280,-33
89415cb684bffff,894143682c3ffff,105.8558,20.9732,105.7356,20.999,7,true,Wed,false,false,12804.6,22021.7,high,false,none,cloudy,4274,4759,485
89415cb4193ffff,89415cb4b97ffff,105.868,20.9946,105.8067,21.0238,20,false,Mon,false,false,7143.6,12248.3,severe,false,none,cloudy,5322,6223,901
89415cb4193ffff,89414369647ffff,105.868,20.9946,105.7818,21.0379,15,false,Sun,true,false,10160.6,13614.4,medium,false,none,clear,1384,1273,-111
89415cb49afffff,89415cb4e43ffff,105.7898,21.0093,105.8522,21.0286,20,false,Sat,true,false,6823.2,11651.1,low,false,none,fog,969,1086,117
89415cb4d47ffff,89415cb4b97ffff,105.8175,21.0023,105.8067,21.0238,21,false,Sat,true,false,2640.5,3199,low,false,none,cloudy,307,311,4
89414369647ffff,89415ca640bffff,105.7818,21.0379,105.8127,21.0592,12,false,Sat,true,false,3986.5,5226.9,medium,false,none,cloudy,672,782,110
89415cb4bc3ffff,89415cb5db3ffff,105.814,21.0335,105.851,21.0359,11,false,Thu,false,false,3849.3,4375.8,medium,false,none,clear,552,547,-5
89415cb4bc3ffff,89415cb5db3ffff,105.814,21.0335,105.851,21.0359,6,false,Mon,false,false,3849.3,5249.2,medium,false,none,clear,582,600,18
8941436945bffff,89415cb687bffff,105.783,21.0167,105.8467,20.9719,18,true,Fri,false,false,8279.3,10873.3,severe,false,none,clear,3162,4346,1184
89415cb4bc3ffff,89415cb49afffff,105.814,21.0335,105.7898,21.0093,16,false,Fri,false,false,3681.1,4833.5,high,false,none,cloudy,900,1419,519
89415cb4cd7ffff,89414368657ffff,105.846,20.998,105.747,20.9881,21,false,Mon,false,false,10336.4,13685.2,low,true,light,rain,1132,1444,312
89414369647ffff,89415cb4cd7ffff,105.7818,21.0379,105.846,20.998,20,false,Thu,false,false,8005.6,9328.6,low,false,none,clear,687,589,-98
89415cb4cd7ffff,894143682c3ffff,105.846,20.998,105.7356,20.999,19,true,Sat,true,false,11461.2,19772.1,high,false,none,clear,4275,4569,294
89415cb687bffff,89415cb4d5bffff,105.8467,20.9719,105.8249,21.0049,8,true,Sat,true,false,4311.3,5617.8,high,false,none,clear,1177,1962,785
89415cb4bc3ffff,89415cb4b0fffff,105.814,21.0335,105.8037,21.0372,6,false,Mon,false,true,1145.4,1360.9,low,false,none,clear,124,472,348
89415cb4b0fffff,89415cb4e43ffff,105.8037,21.0372,105.8522,21.0286,18,true,Fri,false,false,5123.7,7092.5,severe,false,none,fog,2663,3183,520
89415cb4cd7ffff,89415cb4ba3ffff,105.846,20.998,105.8005,21.0288,11,false,Tue,false,false,5834,7464.6,high,false,none,cloudy,1860,2211,351
89415cb4d5bffff,89415cb4cd7ffff,105.8249,21.0049,105.846,20.998,21,false,Thu,false,false,2320.8,2759.2,medium,false,none,clear,306,204,-102
89414368657ffff,89414369647ffff,105.747,20.9881,105.7828,21.0367,18,true,Sat,true,false,6558.4,8073.7,high,true,moderate,rain,1179,1720,541
89414369647ffff,89415cb4987ffff,105.7818,21.0379,105.7991,21.0055,23,false,Thu,false,false,4025.4,5462.1,low,false,none,cloudy,447,255,-192
89415cb684bffff,89414368657ffff,105.8558,20.9732,105.747,20.9881,9,false,Mon,false,false,11416.8,12666.3,low,false,none,cloudy,1194,1054,-140
89414369647ffff,89415ca640bffff,105.7818,21.0379,105.8127,21.0592,20,false,Fri,false,false,3986.5,4827.2,low,false,none,fog,361,60,-301
89415cb46afffff,89415cb4b0fffff,105.9035,21.0109,105.8037,21.0372,21,false,Fri,false,false,10763.4,17777.9,medium,false,none,cloudy,2527,2578,51
89415cb4987ffff,89415cb5dc7ffff,105.7991,21.0055,105.8598,21.0422,20,false,Fri,false,false,7506.4,11811.7,medium,true,light,rain,1323,1320,-3
89415cb4b0fffff,89415cb46afffff,105.8037,21.0372,105.9035,21.0109,17,true,Sat,true,false,10763.4,13708.5,high,true,heavy,rain,2209,3244,1035
89415cb684bffff,89415cb4ba3ffff,105.8558,20.9732,105.8005,21.0288,12,false,Thu,false,false,8436.7,13147.2,medium,true,moderate,rain,1426,1628,202
89415cb5dc7ffff,89414369617ffff,105.8598,21.0422,105.7787,21.0282,7,true,Sat,true,false,8559.7,10013,severe,true,moderate,rain,2714,3826,1112
89415cb4987ffff,89415cb4a47ffff,105.7991,21.0055,105.833,21.046,19,true,Sat,true,true,5714.9,7277.5,severe,true,heavy,rain,2879,4679,1800
89415cb5dc7ffff,89415cb49afffff,105.8598,21.0422,105.7898,21.0093,19,true,Tue,false,false,8134.5,13872.4,high,false,none,cloudy,2336,3126,790
89415cb4b0fffff,89415cb4b97ffff,105.8037,21.0372,105.8067,21.0238,14,false,Fri,false,false,1522.2,1928,low,false,none,clear,154,60,-94
89415cb687bffff,89415cb4bc3ffff,105.8467,20.9719,105.814,21.0335,20,false,Thu,false,false,7644.6,10162,medium,true,heavy,storm,1161,1807,646
89415cb4d5bffff,89415cb5db3ffff,105.8249,21.0049,105.851,21.0359,5,false,Mon,false,false,4384.2,4799.6,high,false,none,cloudy,733,999,266
89414369617ffff,89415cb5db3ffff,105.7787,21.0282,105.851,21.0359,21,false,Sun,true,true,7552.5,11348,low,true,light,rain,824,938,114
89415cb4bc3ffff,89415ca7123ffff,105.814,21.0335,105.8012,21.1188,14,false,Thu,false,false,9577.5,14402.7,medium,true,heavy,rain,1549,1821,272
89415ca640bffff,89415cb49afffff,105.8127,21.0592,105.7898,21.0093,22,false,Thu,false,false,6036.2,7970.3,medium,false,none,clear,968,1062,94
89415cb4e43ffff,89415cb4cd7ffff,105.8522,21.0286,105.846,20.998,16,false,Sat,true,false,3462.9,4172.3,high,true,moderate,rain,710,1218,508
89415cb687bffff,89415cb46afffff,105.8467,20.9719,105.9035,21.0109,18,true,Thu,false,false,7319.7,8293,medium,false,none,cloudy,873,1096,223
89415cb684bffff,89415cb4d5bffff,105.8558,20.9732,105.8249,21.0049,10,false,Wed,false,false,4766.1,6445,low,false,none,clear,508,322,-186
89414369647ffff,89415cb687bffff,105.7818,21.0379,105.8467,20.9719,20,false,Sun,true,false,9962.2,12085,low,false,none,clear,1166,933,-233
89415cb687bffff,89414368657ffff,105.8467,20.9719,105.747,20.9881,22,false,Tue,false,false,10506.8,17219.6,high,false,none,clear,2807,3414,607
89415cb4e3bffff,89415ca7123ffff,105.8417,21.0247,105.8012,21.1188,15,false,Fri,false,false,11275.8,14933.8,high,false,none,clear,2698,3305,607
89415cb4b97ffff,89415cb4987ffff,105.8067,21.0238,105.7991,21.0055,19,true,Sat,true,false,2182.4,2957.2,severe,false,none,cloudy,805,1888,1083
89414369647ffff,8941436945bffff,105.7818,21.0379,105.783,21.0167,18,true,Sat,true,false,2360.6,2840.9,high,false,none,clear,692,1722,1030
89415cb49afffff,89415ca7123ffff,105.7898,21.0093,105.8012,21.1188,22,false,Wed,false,false,12233.2,16039.6,low,true,very_heavy,storm,1559,2098,539
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,0,false,Sat,true,false,7258.9,8740.5,low,true,moderate,rain,679,624,-55
89415cb4d47ffff,89415cb4bc3ffff,105.8175,21.0023,105.814,21.0335,6,false,Mon,false,false,3488.3,3937.4,low,false,none,clear,285,383,98
89415cb4193ffff,89415cb4ba3ffff,105.868,20.9946,105.8005,21.0288,9,false,Thu,false,false,7972.1,13516,medium,false,none,clear,1466,1402,-64
89415cb687bffff,89415cb46afffff,105.8467,20.9719,105.9035,21.0109,15,false,Thu,false,false,7319.7,8925.1,medium,true,light,rain,927,1104,177
89414369647ffff,89415ca7123ffff,105.7828,21.0367,105.8012,21.1188,21,false,Thu,false,false,9326.6,14182,low,true,moderate,rain,1049,1160,111
89415cb684bffff,89415cb4d5bffff,105.8558,20.9732,105.8249,21.0049,17,true,Fri,false,false,4766.1,6255.5,medium,true,very_heavy,rain,870,1528,658
89414369647ffff,89415cb4193ffff,105.7828,21.0367,105.868,20.9946,19,true,Wed,false,false,10006.2,15592.7,high,false,none,fog,2730,3759,1029
89415cb4e3bffff,89415cb4d47ffff,105.8417,21.0247,105.8175,21.0023,15,false,Tue,false,false,3537.5,4630.5,medium,false,none,cloudy,536,600,64
89415cb684bffff,89415cb4193ffff,105.8558,20.9732,105.868,20.9946,6,false,Tue,false,false,2695.7,3731.9,low,false,none,clear,268,60,-208
89415ca7123ffff,89414368657ffff,105.8012,21.1188,105.747,20.9881,18,true,Sat,true,false,15583.6,26588.5,high,false,none,cloudy,4880,6046,1166
89415cb4e3bffff,89415cb5dc7ffff,105.8417,21.0247,105.8598,21.0422,7,true,Fri,false,false,2704.7,3364,high,false,none,clear,580,1128,548
89415cb46afffff,89415cb687bffff,105.9035,21.0109,105.8467,20.9719,6,false,Fri,false,false,7319.7,10114,low,false,none,clear,901,612,-289
89415ca7123ffff,89415cb4bc3ffff,105.8012,21.1188,105.814,21.0335,21,false,Sun,true,false,9577.5,13555.5,low,false,none,clear,1314,1231,-83
89415cb4cd7ffff,89415cb4bc3ffff,105.846,20.998,105.814,21.0335,9,false,Sun,true,false,5159,7788.6,high,false,none,cloudy,1400,1836,436
89415cb4b0fffff,89415cb4a47ffff,105.8037,21.0372,105.833,21.046,11,false,Fri,false,false,3194.3,3579.4,severe,true,moderate,rain,1381,2363,982
89415cb4b97ffff,89415cb4e43ffff,105.8067,21.0238,105.8522,21.0286,13,false,Sun,true,true,4752.6,6199.8,medium,false,none,cloudy,761,801,40
89415ca640bffff,89415cb4b0fffff,105.8127,21.0592,105.8037,21.0372,15,false,Wed,false,false,2618.5,2942.5,medium,false,none,clear,400,236,-164
89415ca640bffff,89415cb4ba3ffff,105.8127,21.0592,105.8005,21.0288,21,false,Wed,false,false,3609.7,5032.6,medium,true,very_heavy,storm,523,1338,815
89415cb5db3ffff,89414368657ffff,105.851,21.0359,105.747,20.9881,8,true,Sat,true,false,12032.8,18213.2,high,false,none,clear,3278,4141,863
89414369647ffff,89415cb4d5bffff,105.7818,21.0379,105.8249,21.0049,6,false,Tue,false,false,5786,8601.3,low,false,none,cloudy,636,596,-40
89414369647ffff,894143682c3ffff,105.7818,21.0379,105.7356,20.999,13,false,Thu,false,false,6458,7726,medium,false,none,clear,1075,1090,15
894143682c3ffff,89415cb4e3bffff,105.7356,20.999,105.8417,21.0247,8,true,Wed,false,false,11378,19787.2,high,true,light,rain,4689,5824,1135
89414369647ffff,89415cb4d5bffff,105.7828,21.0367,105.8249,21.0049,18,true,Sat,true,false,5621.2,7714.3,high,true,moderate,rain,1232,1714,482
89415cb684bffff,89415cb4cd7ffff,105.8558,20.9732,105.846,20.998,17,true,Thu,false,false,2939.3,3782.8,high,false,none,cloudy,541,1026,485
89415cb5dc7ffff,89415cb4cd7ffff,105.8598,21.0422,105.846,20.998,9,false,Fri,false,false,5119.3,7410.4,medium,false,none,clear,759,889,130
89415cb4d5bffff,89415cb684bffff,105.8249,21.0049,105.8558,20.9732,4,false,Thu,false,false,4766.1,5703.9,high,false,none,clear,1160,1747,587
89415ca7123ffff,89415cb4a47ffff,105.8012,21.1188,105.833,21.046,22,false,Sun,true,false,8741.5,10583.6,medium,false,none,cloudy,1302,1423,121
89415cb4987ffff,89415ca7123ffff,105.7991,21.0055,105.8012,21.1188,17,true,Mon,false,false,12600.3,20500.6,high,false,none,clear,3046,3894,848
89414369647ffff,89415cb4bc3ffff,105.7818,21.0379,105.814,21.0335,14,false,Tue,false,false,3377.5,4330.3,medium,true,light,rain,542,731,189
89414369647ffff,89415ca7123ffff,105.7818,21.0379,105.8012,21.1188,6,false,Wed,false,false,9218.1,15325,low,false,none,cloudy,1389,1227,-162
89415ca640bffff,89415cb4ba3ffff,105.8127,21.0592,105.8005,21.0288,15,false,Thu,false,false,3609.7,4713.7,low,false,none,clear,437,551,114
89415cb4193ffff,8941436945bffff,105.868,20.9946,105.783,21.0167,8,true,Sat,true,false,9159.3,14652.9,high,false,none,cloudy,2300,2965,665
894143682c3ffff,89415cb4d5bffff,105.7356,20.999,105.8249,21.0049,13,false,Fri,false,false,9293.2,14584,low,true,light,rain,1415,1699,284
89414369647ffff,89415cb4e3bffff,105.7818,21.0379,105.8417,21.0247,10,false,Thu,false,false,6387.8,9613.4,medium,false,none,cloudy,967,832,-135
8941436945bffff,89414369647ffff,105.783,21.0167,105.7828,21.0367,12,false,Sat,true,false,2224,3001.8,medium,false,none,cloudy,305,280,-25
89415cb687bffff,89415cb5db3ffff,105.8467,20.9719,105.851,21.0359,11,false,Thu,false,false,7130.5,11430.4,medium,true,very_heavy,storm,1220,2199,979
89415ca640bffff,89414368657ffff,105.8127,21.0592,105.747,20.9881,13,false,Thu,false,false,10440.6,14716.7,medium,false,none,cloudy,1505,1351,-154
89415cb5db3ffff,89415cb4987ffff,105.851,21.0359,105.7991,21.0055,9,false,Thu,false,false,6359.7,7713.6,medium,false,none,fog,927,974,47
89415cb4e43ffff,89415cb4193ffff,105.8522,21.0286,105.868,20.9946,12,false,Wed,false,false,4121,4719.2,medium,false,none,clear,553,473,-80
89415cb4d47ffff,89415cb49afffff,105.8175,21.0023,105.7898,21.0093,14,false,Sat,true,true,2978.9,4151.3,medium,true,light,rain,566,764,198
89415cb4ba3ffff,89415cb4e43ffff,105.8005,21.0288,105.8522,21.0286,16,false,Tue,false,false,5366,8165.2,low,false,none,clear,679,811,132
89415cb687bffff,89415cb5db3ffff,105.8467,20.9719,105.851,21.0359,8,true,Fri,false,false,7130.5,10823.5,severe,false,none,cloudy,3102,4717,1615
894143682c3ffff,89415cb4a47ffff,105.7356,20.999,105.833,21.046,7,true,Tue,false,false,11380.5,20209.5,high,false,none,cloudy,4915,5766,851
89414369617ffff,89415cb4bc3ffff,105.7787,21.0282,105.814,21.0335,7,true,Wed,false,false,3710.8,4044.6,severe,false,none,clear,1696,3496,1800
89414369617ffff,89415cb4cd7ffff,105.7787,21.0282,105.846,20.998,13,false,Thu,false,true,7751,9345.3,low,true,moderate,rain,723,909,186
89415cb5db3ffff,89415cb4d5bffff,105.851,21.0359,105.8249,21.0049,17,true,Tue,false,false,4384.2,5196.6,severe,false,none,fog,2253,3560,1307
89414369647ffff,89415cb4cd7ffff,105.7818,21.0379,105.846,20.998,8,true,Wed,false,false,8005.6,14246.9,severe,false,none,cloudy,4338,4960,622
89415cb4d5bffff,89415cb4193ffff,105.8249,21.0049,105.868,20.9946,18,true,Sat,true,false,4618.5,5179.9,high,true,light,rain,929,1768,839
89415cb4193ffff,89415cb46afffff,105.868,20.9946,105.9035,21.0109,17,true,Sun,true,false,4106.8,5176.1,severe,false,none,clear,2430,3417,987
89415cb687bffff,89415cb4d5bffff,105.8467,20.9719,105.8249,21.0049,18,true,Thu,false,false,4311.3,4674.8,severe,false,none,cloudy,1570,3187,1617
89415ca7123ffff,89415cb4e3bffff,105.8012,21.1188,105.8417,21.0247,17,true,Sun,true,false,11275.8,15801.6,high,true,moderate,rain,2901,3738,837
89415cb4e43ffff,8941436945bffff,105.8522,21.0286,105.783,21.0167,20,false,Thu,false,false,7303.4,9665.9,low,false,none,cloudy,769,683,-86
89415ca640bffff,89415cb4bc3ffff,105.8127,21.0592,105.814,21.0335,20,false,Wed,false,false,2860.9,3248.2,severe,false,none,clear,1043,1900,857
89415cb4e3bffff,89415cb4b0fffff,105.8417,21.0247,105.8037,21.0372,14,false,Thu,false,false,4181.7,4826.1,high,false,none,cloudy,776,1268,492
89415cb46afffff,89415ca640bffff,105.9035,21.0109,105.8127,21.0592,4,false,Fri,false,false,10846.7,15400.2,high,true,heavy,rain,2811,3713,902
89415cb4bc3ffff,89415cb4b0fffff,105.814,21.0335,105.8037,21.0372,20,false,Sun,true,false,1145.4,1369.6,low,true,heavy,rain,134,867,733
89415cb46afffff,89415cb687bffff,105.9035,21.0109,105.8467,20.9719,10,false,Tue,false,false,7319.7,8287.7,low,false,none,clear,632,443,-189
89414369647ffff,89415cb4b97ffff,105.7828,21.0367,105.8067,21.0238,7,true,Mon,false,false,2865.4,3785.6,high,false,none,cloudy,656,1366,710
89415cb684bffff,89414368657ffff,105.8558,20.9732,105.747,20.9881,17,true,Sat,true,false,11416.8,19653.5,severe,false,none,clear,7163,8114,951
89415cb4b97ffff,89414369647ffff,105.8067,21.0238,105.7828,21.0367,6,false,Thu,false,false,2865.4,3620.3,severe,false,none,clear,1184,1874,690
8941436945bffff,89415cb684bffff,105.783,21.0167,105.8558,20.9732,10,false,Wed,false,false,8972.9,15553.5,low,false,none,cloudy,1322,1337,15
89415cb4987ffff,89415cb5db3ffff,105.7991,21.0055,105.851,21.0359,9,false,Thu,false,false,6359.7,9919.1,high,false,none,clear,1454,1574,120
89415cb687bffff,89415cb5db3ffff,105.8467,20.9719,105.851,21.0359,8,true,Fri,false,false,7130.5,9525.2,high,false,none,clear,1476,2266,790
89415cb5dc7ffff,89415cb4e43ffff,105.8598,21.0422,105.8522,21.0286,18,true,Fri,false,false,1705.6,2219.9,severe,false,none,cloudy,633,1984,1351
89414368657ffff,89415cb4e3bffff,105.747,20.9881,105.8417,21.0247,20,false,Wed,false,false,10639.5,18603.2,low,true,light,rain,1400,1417,17
8941436945bffff,89415cb5db3ffff,105.783,21.0167,105.851,21.0359,20,false,Thu,false,false,7373.6,11211.5,low,false,none,cloudy,987,879,-108
89415cb5dc7ffff,89414369617ffff,105.8598,21.0422,105.7787,21.0282,14,false,Sun,true,false,8559.7,12614.2,low,false,none,cloudy,977,925,-52
89415ca7123ffff,8941436945bffff,105.8012,21.1188,105.783,21.0167,9,false,Tue,false,false,11509,17999.7,medium,true,light,rain,2168,2332,164
89415cb49afffff,8941436945bffff,105.7898,21.0093,105.783,21.0167,14,false,Thu,false,false,1084.1,1276.3,medium,false,none,clear,166,308,142
89415ca7123ffff,89415cb684bffff,105.8012,21.1188,105.8558,20.9732,14,false,Tue,false,false,17152.9,20587.3,medium,false,none,clear,2437,2356,-81
89415cb4a47ffff,89415cb4987ffff,105.833,21.046,105.7991,21.0055,6,false,Fri,false,true,5714.9,9843.4,medium,false,none,cloudy,1291,1971,680
89415cb4a47ffff,89414369647ffff,105.833,21.046,105.7828,21.0367,7,true,Tue,false,false,5311.4,9374.1,severe,false,none,clear,2635,4202,1567
89414369647ffff,89415cb4e3bffff,105.7818,21.0379,105.8417,21.0247,10,false,Fri,false,false,6387.8,9119.5,medium,false,none,cloudy,1007,1099,92
89414369647ffff,89415cb4bc3ffff,105.7818,21.0379,105.814,21.0335,7,true,Wed,false,false,3377.5,4500.5,high,false,none,cloudy,745,1453,708
89415cb4d5bffff,8941436945bffff,105.8249,21.0049,105.783,21.0167,21,false,Thu,false,false,4542.9,6207.4,high,false,none,clear,1506,1784,278
89415cb4e3bffff,89414369647ffff,105.8417,21.0247,105.7828,21.0367,14,false,Thu,false,false,6257,7264.8,high,true,light,rain,1123,1887,764
89415cb49afffff,89415cb4d47ffff,105.7898,21.0093,105.8175,21.0023,11,false,Wed,false,false,2978.9,3580.7,high,false,none,cloudy,547,1044,497
89415ca7123ffff,89415cb5db3ffff,105.8012,21.1188,105.851,21.0359,0,false,Tue,false,false,10567.4,11834,low,false,none,cloudy,1013,894,-119
89415cb4e43ffff,894143682c3ffff,105.8522,21.0286,105.7356,20.999,12,false,Sun,true,false,12542.6,17077.9,medium,true,moderate,rain,1971,2178,207
89415cb684bffff,8941436945bffff,105.8558,20.9732,105.783,21.0167,10,false,Thu,false,false,8972.9,10153.4,high,false,none,clear,1468,1808,340
8941436945bffff,89415cb5dc7ffff,105.783,21.0167,105.8598,21.0422,10,false,Tue,false,false,8460.3,11122.3,high,true,heavy,rain,1930,2988,1058
89415cb4d47ffff,89415cb4b0fffff,105.8175,21.0023,105.8037,21.0372,19,true,Wed,false,false,4136.6,5185.8,medium,false,none,fog,584,779,195
89415cb5db3ffff,89415ca7123ffff,105.851,21.0359,105.8012,21.1188,17,true,Sun,true,false,10567.4,13922.2,severe,false,none,clear,4478,5728,1250
89415cb4193ffff,89415cb4987ffff,105.868,20.9946,105.7991,21.0055,11,false,Tue,false,false,7254.4,8322.8,high,false,none,cloudy,1807,2180,373
89415ca7123ffff,89415cb4bc3ffff,105.8012,21.1188,105.814,21.0335,14,false,Thu,false,false,9577.5,13179.6,high,false,none,cloudy,2316,2609,293
89415cb4d47ffff,894143682c3ffff,105.8175,21.0023,105.7356,20.999,14,false,Tue,false,false,8509.9,14661.8,severe,false,none,cloudy,6148,7062,914
89415cb4d47ffff,89415cb687bffff,105.8175,21.0023,105.8467,20.9719,23,false,Fri,false,true,4540.5,6066.9,low,false,none,cloudy,525,576,51
89415cb4b0fffff,89415cb687bffff,105.8037,21.0372,105.8467,20.9719,22,false,Sun,true,false,8523.3,12463.6,medium,false,none,clear,1589,1541,-48
89415cb4ba3ffff,89415cb4987ffff,105.8005,21.0288,105.7991,21.0055,19,true,Tue,false,false,2594.9,3580.9,high,true,heavy,rain,658,2133,1475
89414369647ffff,89415cb4987ffff,105.7828,21.0367,105.7991,21.0055,23,false,Wed,false,false,3859.8,4520.9,medium,true,light,rain,530,833,303
89415cb4b0fffff,894143682c3ffff,105.8037,21.0372,105.7356,20.999,14,false,Tue,false,false,8246.6,12517.8,low,false,none,cloudy,938,930,-8
89415cb4e43ffff,89414369617ffff,105.8522,21.0286,105.7787,21.0282,14,false,Thu,false,false,7628.7,13618.5,medium,false,none,clear,1421,1553,132
89415cb4e3bffff,89415cb4a47ffff,105.8417,21.0247,105.833,21.046,19,true,Sat,true,false,2534.7,3360.8,high,false,none,cloudy,737,1277,540
89415cb4e43ffff,89415cb46afffff,105.8522,21.0286,105.9035,21.0109,10,false,Wed,false,false,5676.8,6827.5,low,false,none,cloudy,498,552,54
89414369617ffff,894143682c3ffff,105.7787,21.0282,105.7356,20.999,14,false,Wed,false,false,5527.8,9908,low,true,light,rain,873,1152,279
89414368657ffff,89415cb4193ffff,105.747,20.9881,105.868,20.9946,19,true,Sun,true,false,12582.4,20129.8,high,false,none,cloudy,3313,4087,774
89415cb4e43ffff,89414369647ffff,105.8522,21.0286,105.7818,21.0379,8,true,Thu,false,false,7379.4,10885.1,high,false,none,clear,2066,3027,961
89415cb4d47ffff,89415cb4e43ffff,105.8175,21.0023,105.8522,21.0286,18,true,Sun,true,false,4639.5,5971.7,severe,false,none,clear,2859,3645,786
89415cb4ba3ffff,89415cb4987ffff,105.8005,21.0288,105.7991,21.0055,17,true,Tue,false,false,2594.9,3593.3,high,true,very_heavy,storm,564,2123,1559
89415cb4d47ffff,89415cb4bc3ffff,105.8175,21.0023,105.814,21.0335,18,true,Mon,false,false,3488.3,4175.9,low,false,none,cloudy,410,745,335
894143682c3ffff,89415cb5db3ffff,105.7356,20.999,105.851,21.0359,19,true,Fri,false,false,12661.5,16209,high,true,moderate,rain,2438,3255,817
89415cb5db3ffff,89414369647ffff,105.851,21.0359,105.7818,21.0379,13,false,Fri,false,false,7185.3,9230.9,medium,false,none,cloudy,1263,1308,45
89415cb4cd7ffff,89415cb4a47ffff,105.846,20.998,105.833,21.046,7,true,Thu,false,false,5505.3,7070.5,high,false,none,clear,1668,2234,566
89415cb4a47ffff,89415cb5dc7ffff,105.833,21.046,105.8598,21.0422,23,false,Fri,false,false,2813.2,3076.3,low,true,moderate,rain,248,556,308
89415ca640bffff,89415cb684bffff,105.8127,21.0592,105.8558,20.9732,16,false,Tue,false,false,10557.5,12893.5,low,false,none,clear,970,892,-78
89415cb4cd7ffff,89415cb4e43ffff,105.846,20.998,105.8522,21.0286,8,true,Sun,true,false,3462.9,4526.5,high,false,none,fog,723,1232,509
89415cb46afffff,89415cb687bffff,105.9035,21.0109,105.8467,20.9719,10,false,Tue,false,false,7319.7,11750.6,high,false,none,clear,2594,2929,335
89415cb687bffff,89415cb4a47ffff,105.8467,20.9719,105.833,21.046,20,false,Wed,false,false,8361.4,11705.4,high,false,none,clear,2518,2760,242
89415cb4d5bffff,89415cb4bc3ffff,105.8249,21.0049,105.814,21.0335,20,false,Sat,true,false,3375.4,4142.6,low,false,none,clear,377,297,-80
89415cb4cd7ffff,89414369647ffff,105.846,20.998,105.7818,21.0379,6,false,Mon,false,false,8005.6,9820.1,medium,true,light,rain,1326,1500,174
89415cb4a47ffff,8941436945bffff,105.833,21.046,105.783,21.0167,18,true,Tue,false,false,6127.3,10738.8,severe,false,none,clear,2880,4328,1448
89415cb5db3ffff,89415cb4987ffff,105.851,21.0359,105.7991,21.0055,7,true,Sun,true,false,6359.7,7045.1,low,true,moderate,rain,645,1114,469
89414369647ffff,89415cb5dc7ffff,105.7818,21.0379,105.8598,21.0422,13,false,Thu,false,false,8109.1,11391.5,medium,false,none,clear,1586,1412,-174
89415cb4a47ffff,89415cb4cd7ffff,105.833,21.046,105.846,20.998,7,true,Mon,false,false,5505.3,8277.3,high,false,none,fog,1342,2338,996
89415cb5dc7ffff,89415ca7123ffff,105.8598,21.0422,105.8012,21.1188,8,true,Sat,true,false,10464.9,16489.3,severe,true,very_heavy,storm,6047,7847,1800
89415cb4cd7ffff,89415cb4e3bffff,105.846,20.998,105.8417,21.0247,17,true,Tue,false,false,3002.3,3788,medium,false,none,cloudy,438,851,413
89415cb4b97ffff,89415cb687bffff,105.8067,21.0238,105.8467,20.9719,17,true,Thu,false,false,7109.7,10636.8,high,true,light,rain,1931,2444,513
89415cb4e3bffff,89415cb4cd7ffff,105.8417,21.0247,105.846,20.998,14,false,Tue,false,false,3002.3,4077.6,high,false,none,clear,702,1375,673
